state,fips.code,county,age.adjusted.percent.2004,age.adjusted.percent.2014
Alabama,1001,Autauga County,29.8,33.8
Alabama,1003,Baldwin County,25.9,27.2
Alabama,1005,Barbour County,31.6,44.7
Alabama,1007,Bibb County,29.2,40.3
Alabama,1009,Blount County,25.4,34.9
Alabama,1011,Bullock County,35.1,42.8
Alabama,1013,Butler County,30.3,36.6
Alabama,1015,Calhoun County,28.7,32.2
Alabama,1017,Chambers County,30.5,40
Alabama,1019,Cherokee County,26.4,33.9
Alabama,1021,Chilton County,27.6,36
Alabama,1023,Choctaw County,31.2,41.1
Alabama,1025,Clarke County,31.5,38.3
Alabama,1027,Clay County,28,37.7
Alabama,1029,Cleburne County,27.4,30.2
Alabama,1031,Coffee County,30.4,33.7
Alabama,1033,Colbert County,27.4,37.8
Alabama,1035,Conecuh County,32,36.7
Alabama,1037,Coosa County,30.2,39.8
Alabama,1039,Covington County,27.1,34.5
Alabama,1041,Crenshaw County,29.3,40.1
Alabama,1043,Cullman County,25,33.7
Alabama,1045,Dale County,28.8,36.6
Alabama,1047,Dallas County,35.1,40.8
Alabama,1049,DeKalb County,25.5,30.5
Alabama,1051,Elmore County,27.1,35.2
Alabama,1053,Escambia County,30.4,37.8
Alabama,1055,Etowah County,28.9,35.2
Alabama,1057,Fayette County,29.4,33.9
Alabama,1059,Franklin County,27.9,33.3
Alabama,1061,Geneva County,29.1,34.3
Alabama,1063,Greene County,35,46.4
Alabama,1065,Hale County,34.1,40.3
Alabama,1067,Henry County,30.5,36.1
Alabama,1069,Houston County,26.9,32.7
Alabama,1071,Jackson County,30.3,32.1
Alabama,1073,Jefferson County,27.7,33
Alabama,1075,Lamar County,26.8,34
Alabama,1077,Lauderdale County,28.3,33
Alabama,1079,Lawrence County,27.6,35.4
Alabama,1081,Lee County,25.9,29
Alabama,1083,Limestone County,28.6,32.6
Alabama,1085,Lowndes County,34.1,45.3
Alabama,1087,Macon County,37.9,44.8
Alabama,1089,Madison County,26.8,32.2
Alabama,1091,Marengo County,31.8,40.5
Alabama,1093,Marion County,27.6,36.1
Alabama,1095,Marshall County,28.3,33.4
Alabama,1097,Mobile County,30,37.2
Alabama,1099,Monroe County,30.5,35.3
Alabama,1101,Montgomery County,29.2,34.6
Alabama,1103,Morgan County,26.1,31.5
Alabama,1105,Perry County,35.8,43.4
Alabama,1107,Pickens County,30.8,36.4
Alabama,1109,Pike County,30.3,38.6
Alabama,1111,Randolph County,29.8,31
Alabama,1113,Russell County,32.5,36.2
Alabama,1115,St. Clair County,27.4,33
Alabama,1117,Shelby County,23.7,29.8
Alabama,1119,Sumter County,35.2,40.3
Alabama,1121,Talladega County,30.5,39.1
Alabama,1123,Tallapoosa County,26.9,37.3
Alabama,1125,Tuscaloosa County,28.4,34.2
Alabama,1127,Walker County,29.2,33.3
Alabama,1129,Washington County,29.9,40.4
Alabama,1131,Wilcox County,35.8,45.4
Alabama,1133,Winston County,27.9,30.2
Alaska,2013,Aleutians East Borough,28.1,33.1
Alaska,2016,Aleutians West,23,38.7
Alaska,2020,Anchorage Municipality,25,26.8
Alaska,2050,Bethel Census Area,27.2,30.3
Alaska,2060,Bristol Bay Borough,27.3,39
Alaska,2068,Denali Borough,21.6,26.1
Alaska,2070,Dillingham Census Area,25.9,37.7
Alaska,2090,Fairbanks North Star,25.6,28.2
Alaska,2100,Haines Borough,22.7,24.3
Alaska,2105,Hoonah-Angoon 2009 Census,No Data,31.1
Alaska,2110,Juneau City and Borough,21.7,28.2
Alaska,2122,Kenai Peninsula Borough,25.5,27.8
Alaska,2130,Ketchikan Gateway Borough,25.3,30.2
Alaska,2150,Kodiak Island Borough,22.1,30
Alaska,2164,Lake and Peninsula Borough,29.4,31.7
Alaska,2170,Matanuska-Susitna Borough,23.8,29.7
Alaska,2180,Nome Census Area,27.3,31.5
Alaska,2185,North Slope Borough,28.8,36
Alaska,2188,Northwest Arctic Borough,30.6,32.4
Alaska,2195,Petersburg 2009 Census,No Data,29.9
Alaska,2198,Prince of Wales-Hyder 2009 Census,No Data,34.8
Alaska,2201,Prince of Wales-Outer K 2004 to 2008 Census,27.2,No Data
Alaska,2220,Sitka City and Borough,21,28.3
Alaska,2230,Skagway Municipality 2009 Census,No Data,27.6
Alaska,2232,Hoonah-Angoon 2004 to 2008 Census,25.7,No Data
Alaska,2240,Southeast Fairbanks Census,26.4,32.6
Alaska,2261,Valdez-Cordova Census Area,27.9,29.7
Alaska,2270,Wade Hampton Census Area,30.3,32.3
Alaska,2275,Wrangell City and Borough 2009 Census,No Data,29.7
Alaska,2280,Wrangell-Petersburg 2004 to 2008 Census,23.4,No Data
Alaska,2282,Yakutat City and Borough,27.4,30.8
Alaska,2290,Yukon-Koyukuk Census Area,23.3,28.1
Arizona,4001,Apache County,28.4,35
Arizona,4003,Cochise County,22.6,26.3
Arizona,4005,Coconino County,19.5,23.1
Arizona,4007,Gila County,23.1,28.3
Arizona,4009,Graham County,22.9,32.6
Arizona,4011,Greenlee County,22.9,34.5
Arizona,4012,La Paz County,22.7,34.1
Arizona,4013,Maricopa County,19,25.4
Arizona,4015,Mohave County,21.2,30.4
Arizona,4017,Navajo County,25.3,31.1
Arizona,4019,Pima County,18.3,24.2
Arizona,4021,Pinal County,26.4,32
Arizona,4023,Santa Cruz County,17.3,22.7
Arizona,4025,Yavapai County,18.9,25.5
Arizona,4027,Yuma County,24.3,30.9
Arkansas,5001,Arkansas County,28.6,34
Arkansas,5003,Ashley County,27.9,43
Arkansas,5005,Baxter County,26.3,33.8
Arkansas,5007,Benton County,23.9,30.1
Arkansas,5009,Boone County,25.5,34.6
Arkansas,5011,Bradley County,28.1,39.7
Arkansas,5013,Calhoun County,27.4,34.6
Arkansas,5015,Carroll County,25.4,36.8
Arkansas,5017,Chicot County,31.1,43.9
Arkansas,5019,Clark County,26.2,34.7
Arkansas,5021,Clay County,26.8,34.5
Arkansas,5023,Cleburne County,26.1,32.9
Arkansas,5025,Cleveland County,27.9,36.3
Arkansas,5027,Columbia County,28.2,36.8
Arkansas,5029,Conway County,28.6,40.6
Arkansas,5031,Craighead County,28.3,36.5
Arkansas,5033,Crawford County,24.9,35.1
Arkansas,5035,Crittenden County,30.1,38.7
Arkansas,5037,Cross County,29.9,38.4
Arkansas,5039,Dallas County,30.4,37
Arkansas,5041,Desha County,29.6,40
Arkansas,5043,Drew County,29,34.5
Arkansas,5045,Faulkner County,25.5,33.1
Arkansas,5047,Franklin County,25.4,37.8
Arkansas,5049,Fulton County,26,33.9
Arkansas,5051,Garland County,24.9,33.2
Arkansas,5053,Grant County,29.3,38.5
Arkansas,5055,Greene County,29.5,31.2
Arkansas,5057,Hempstead County,29.3,40.8
Arkansas,5059,Hot Spring County,28.3,34.9
Arkansas,5061,Howard County,27.7,36.1
Arkansas,5063,Independence County,26.2,37.7
Arkansas,5065,Izard County,26.8,35
Arkansas,5067,Jackson County,27.6,37.5
Arkansas,5069,Jefferson County,30,41
Arkansas,5071,Johnson County,25.5,36.7
Arkansas,5073,Lafayette County,30.5,36.9
Arkansas,5075,Lawrence County,25.8,32.3
Arkansas,5077,Lee County,30.8,35.9
Arkansas,5079,Lincoln County,28.6,37.4
Arkansas,5081,Little River County,27.7,33.1
Arkansas,5083,Logan County,28.1,38.2
Arkansas,5085,Lonoke County,24.8,35.6
Arkansas,5087,Madison County,25.8,34.2
Arkansas,5089,Marion County,25,32.6
Arkansas,5091,Miller County,29.1,36
Arkansas,5093,Mississippi County,30.1,39.8
Arkansas,5095,Monroe County,30.7,38.1
Arkansas,5097,Montgomery County,25.2,34.8
Arkansas,5099,Nevada County,28.4,36.5
Arkansas,5101,Newton County,27.2,35.2
Arkansas,5103,Ouachita County,29.4,35.2
Arkansas,5105,Perry County,28.2,38.1
Arkansas,5107,Phillips County,32.1,46.3
Arkansas,5109,Pike County,25.5,38.5
Arkansas,5111,Poinsett County,27,38.9
Arkansas,5113,Polk County,26.8,37.8
Arkansas,5115,Pope County,27.4,32
Arkansas,5117,Prairie County,26.1,37.3
Arkansas,5119,Pulaski County,23.5,31.5
Arkansas,5121,Randolph County,25.9,36.1
Arkansas,5123,St. Francis County,30.1,42.5
Arkansas,5125,Saline County,26.2,32.8
Arkansas,5127,Scott County,26.2,32.9
Arkansas,5129,Searcy County,25.3,35.9
Arkansas,5131,Sebastian County,28.9,37.1
Arkansas,5133,Sevier County,26.3,36.8
Arkansas,5135,Sharp County,24.6,38.9
Arkansas,5137,Stone County,25.8,33.7
Arkansas,5139,Union County,29.1,40
Arkansas,5141,Van Buren County,29.3,36.9
Arkansas,5143,Washington County,21.3,30.5
Arkansas,5145,White County,26.4,36.6
Arkansas,5147,Woodruff County,28.6,36.4
Arkansas,5149,Yell County,26,37.6
California,6001,Alameda County,20.9,19.6
California,6003,Alpine County,21.1,22.5
California,6005,Amador County,19.1,25.1
California,6007,Butte County,20.6,25.8
California,6009,Calaveras County,19,23
California,6011,Colusa County,20.3,25.1
California,6013,Contra Costa County,21.7,24.6
California,6015,Del Norte County,20.9,25.2
California,6017,El Dorado County,19.4,19.8
California,6019,Fresno County,24.5,26.5
California,6021,Glenn County,20,26.5
California,6023,Humboldt County,21.7,25.3
California,6025,Imperial County,21.8,26.2
California,6027,Inyo County,19.1,22.7
California,6029,Kern County,24.8,30.1
California,6031,Kings County,25,26.4
California,6033,Lake County,21.2,25.8
California,6035,Lassen County,20.7,23.7
California,6037,Los Angeles County,19.4,21.2
California,6039,Madera County,20.1,26.3
California,6041,Marin County,16.4,18.2
California,6043,Mariposa County,20.3,23.8
California,6045,Mendocino County,21,22
California,6047,Merced County,21.6,29.4
California,6049,Modoc County,21.8,22.7
California,6051,Mono County,19.9,22.3
California,6053,Monterey County,21.1,22.1
California,6055,Napa County,21.1,23.4
California,6057,Nevada County,19.4,20.4
California,6059,Orange County,18.4,19.4
California,6061,Placer County,17.6,21.3
California,6063,Plumas County,19.1,22.3
California,6065,Riverside County,22.9,25.8
California,6067,Sacramento County,21.8,27.2
California,6069,San Benito County,23.2,22.8
California,6071,San Bernardino County,24.3,27.6
California,6073,San Diego County,18.6,19
California,6075,San Francisco County,15.6,16.2
California,6077,San Joaquin County,24.1,28.1
California,6079,San Luis Obispo County,20.3,24.2
California,6081,San Mateo County,18.3,20.7
California,6083,Santa Barbara County,19.2,18.2
California,6085,Santa Clara County,19.6,19.3
California,6087,Santa Cruz County,17.8,19.8
California,6089,Shasta County,21.7,26.1
California,6091,Sierra County,19.8,21.4
California,6093,Siskiyou County,22.8,22.8
California,6095,Solano County,23.9,29.7
California,6097,Sonoma County,20.8,20.5
California,6099,Stanislaus County,26.1,32.5
California,6101,Sutter County,23.3,28.5
California,6103,Tehama County,19.6,27
California,6105,Trinity County,20.5,24.4
California,6107,Tulare County,21.5,32.4
California,6109,Tuolumne County,20.1,19.6
California,6111,Ventura County,19.8,19.8
California,6113,Yolo County,20.9,22.8
California,6115,Yuba County,22.7,24.6
Colorado,8001,Adams County,21.3,26.2
Colorado,8003,Alamosa County,16.2,22.9
Colorado,8005,Arapahoe County,18.2,21.2
Colorado,8007,Archuleta County,15.2,16
Colorado,8009,Baca County,15.8,19.2
Colorado,8011,Bent County,16.9,26.5
Colorado,8013,Boulder County,12.3,13.3
Colorado,8014,Broomfield County,18.3,17.5
Colorado,8015,Chaffee County,15.8,20.5
Colorado,8017,Cheyenne County,15.3,23.5
Colorado,8019,Clear Creek County,15,17.5
Colorado,8021,Conejos County,15.7,24.5
Colorado,8023,Costilla County,15.5,21.9
Colorado,8025,Crowley County,18.5,21.5
Colorado,8027,Custer County,15.2,20.3
Colorado,8029,Delta County,15.1,20.3
Colorado,8031,Denver County,14.1,16.7
Colorado,8033,Dolores County,15,19.6
Colorado,8035,Douglas County,12.9,16.6
Colorado,8037,Eagle County,12.9,11.8
Colorado,8039,Elbert County,15.2,18.7
Colorado,8041,El Paso County,16.6,22.2
Colorado,8043,Fremont County,17.3,22.9
Colorado,8045,Garfield County,13.5,19.7
Colorado,8047,Gilpin County,16,19
Colorado,8049,Grand County,15.2,16.9
Colorado,8051,Gunnison County,14.8,14.8
Colorado,8053,Hinsdale County,16.6,20.2
Colorado,8055,Huerfano County,16.8,20
Colorado,8057,Jackson County,13.5,21.1
Colorado,8059,Jefferson County,13.9,18.1
Colorado,8061,Kiowa County,16.2,19.2
Colorado,8063,Kit Carson County,17.9,27.8
Colorado,8065,Lake County,15.9,17.2
Colorado,8067,La Plata County,13.3,16.1
Colorado,8069,Larimer County,13,18.5
Colorado,8071,Las Animas County,17.3,20.9
Colorado,8073,Lincoln County,17.2,23.9
Colorado,8075,Logan County,17.9,25.4
Colorado,8077,Mesa County,17.8,23.4
Colorado,8079,Mineral County,15.7,17.5
Colorado,8081,Moffat County,16.4,25.5
Colorado,8083,Montezuma County,17.4,21.5
Colorado,8085,Montrose County,16.7,19.6
Colorado,8087,Morgan County,18.8,27
Colorado,8089,Otero County,19,27.2
Colorado,8091,Ouray County,16,17.9
Colorado,8093,Park County,14.5,19.6
Colorado,8095,Phillips County,17.4,22.8
Colorado,8097,Pitkin County,14,14.5
Colorado,8099,Prowers County,19.2,26.1
Colorado,8101,Pueblo County,20.4,25.9
Colorado,8103,Rio Blanco County,16.5,22.4
Colorado,8105,Rio Grande County,17.5,23.2
Colorado,8107,Routt County,14,14
Colorado,8109,Saguache County,15.6,19.2
Colorado,8111,San Juan County,15.3,18.9
Colorado,8113,San Miguel County,15.1,16.3
Colorado,8115,Sedgwick County,15.9,22
Colorado,8117,Summit County,13.1,13.1
Colorado,8119,Teller County,15.7,19.8
Colorado,8121,Washington County,16.3,23.1
Colorado,8123,Weld County,18.8,25.8
Colorado,8125,Yuma County,16,24.8
Connecticut,9001,Fairfield County,16.8,21
Connecticut,9003,Hartford County,19.6,26.4
Connecticut,9005,Litchfield County,17.2,23.3
Connecticut,9007,Middlesex County,19.9,23.5
Connecticut,9009,New Haven County,21.9,26.2
Connecticut,9011,New London County,20.6,27.3
Connecticut,9013,Tolland County,19.1,24.6
Connecticut,9015,Windham County,20.7,29
Delaware,10001,Kent County,27.7,32.5
Delaware,10003,New Castle County,21.8,27.2
Delaware,10005,Sussex County,25.1,30.8
District of Columbia,11001,District of Columbia,20.3,22.7
Florida,12001,Alachua County,20.8,25.6
Florida,12003,Baker County,26.6,35.6
Florida,12005,Bay County,21.5,29.8
Florida,12007,Bradford County,25.7,36
Florida,12009,Brevard County,22.5,25.7
Florida,12011,Broward County,19.4,24.2
Florida,12013,Calhoun County,25.8,39.8
Florida,12015,Charlotte County,24.7,26.1
Florida,12017,Citrus County,22.8,27.5
Florida,12019,Clay County,22.6,29.4
Florida,12021,Collier County,20,19.8
Florida,12023,Columbia County,25.2,36.4
Florida,12027,DeSoto County,26,36.7
Florida,12029,Dixie County,26.4,30.8
Florida,12031,Duval County,23.6,30.4
Florida,12033,Escambia County,26.6,28.7
Florida,12035,Flagler County,21.3,24.3
Florida,12037,Franklin County,22.5,32.5
Florida,12039,Gadsden County,27,36.2
Florida,12041,Gilchrist County,24.5,31.5
Florida,12043,Glades County,24.1,34.3
Florida,12045,Gulf County,24,31
Florida,12047,Hamilton County,27.2,33.1
Florida,12049,Hardee County,26.1,34
Florida,12051,Hendry County,24.6,35.3
Florida,12053,Hernando County,19.2,33.2
Florida,12055,Highlands County,22.5,32.9
Florida,12057,Hillsborough County,22.5,28.1
Florida,12059,Holmes County,26.1,31.5
Florida,12061,Indian River County,19.9,25.2
Florida,12063,Jackson County,24.8,34.9
Florida,12065,Jefferson County,25.2,31.9
Florida,12067,Lafayette County,23.7,35.4
Florida,12069,Lake County,23,29.8
Florida,12071,Lee County,21.8,24.9
Florida,12073,Leon County,21.2,26.5
Florida,12075,Levy County,24.6,32.4
Florida,12077,Liberty County,25.3,39.3
Florida,12079,Madison County,25.2,34.2
Florida,12081,Manatee County,21.1,25.7
Florida,12083,Marion County,26,29.8
Florida,12085,Martin County,20.9,21.1
Florida,12086,Miami-Dade County,18.5,20.7
Florida,12087,Monroe County,22.6,21.7
Florida,12089,Nassau County,23.3,28.5
Florida,12091,Okaloosa County,23.1,26.2
Florida,12093,Okeechobee County,26.5,31.1
Florida,12095,Orange County,21.4,24.8
Florida,12097,Osceola County,22.7,28.9
Florida,12099,Palm Beach County,20.7,21.5
Florida,12101,Pasco County,23.5,31.4
Florida,12103,Pinellas County,22.5,25.3
Florida,12105,Polk County,24.7,32.6
Florida,12107,Putnam County,25.3,36.7
Florida,12109,St. Johns County,19.8,21.6
Florida,12111,St. Lucie County,23.2,28
Florida,12113,Santa Rosa County,22.5,25.7
Florida,12115,Sarasota County,19.9,20.4
Florida,12117,Seminole County,20.5,24.3
Florida,12119,Sumter County,25.8,28.9
Florida,12121,Suwannee County,25.8,33.8
Florida,12123,Taylor County,28.4,39.3
Florida,12125,Union County,25.1,36.7
Florida,12127,Volusia County,23.8,26
Florida,12129,Wakulla County,26.3,36.3
Florida,12131,Walton County,22.9,27.5
Florida,12133,Washington County,27.1,38.8
Georgia,13001,Appling County,28.5,34.6
Georgia,13003,Atkinson County,26.7,35
Georgia,13005,Bacon County,26.3,32.6
Georgia,13007,Baker County,31.7,29.3
Georgia,13009,Baldwin County,27.3,36.7
Georgia,13011,Banks County,24.5,26.6
Georgia,13013,Barrow County,25.6,34.4
Georgia,13015,Bartow County,24.4,34.8
Georgia,13017,Ben Hill County,29.8,35.1
Georgia,13019,Berrien County,26,34.5
Georgia,13021,Bibb County,28.8,31
Georgia,13023,Bleckley County,27.4,30.3
Georgia,13025,Brantley County,25.9,32.6
Georgia,13027,Brooks County,29.1,33.2
Georgia,13029,Bryan County,23.5,29
Georgia,13031,Bulloch County,25.8,33.6
Georgia,13033,Burke County,31.2,31.6
Georgia,13035,Butts County,27.1,28.4
Georgia,13037,Calhoun County,29.6,34.1
Georgia,13039,Camden County,29.1,31.4
Georgia,13043,Candler County,27.6,30.2
Georgia,13045,Carroll County,26.8,31.6
Georgia,13047,Catoosa County,25.2,27.5
Georgia,13049,Charlton County,26.6,31.8
Georgia,13051,Chatham County,27.5,31.3
Georgia,13053,Chattahoochee County,28.3,28.9
Georgia,13055,Chattooga County,25.6,33.9
Georgia,13057,Cherokee County,21.6,26.5
Georgia,13059,Clarke County,24.7,26.1
Georgia,13061,Clay County,30,29.5
Georgia,13063,Clayton County,28.7,37.6
Georgia,13065,Clinch County,27,29.4
Georgia,13067,Cobb County,21.8,22.6
Georgia,13069,Coffee County,28,34.6
Georgia,13071,Colquitt County,28.5,35.2
Georgia,13073,Columbia County,23,30
Georgia,13075,Cook County,28.3,31.1
Georgia,13077,Coweta County,25.4,26.3
Georgia,13079,Crawford County,26.5,26.5
Georgia,13081,Crisp County,28.2,30.7
Georgia,13083,Dade County,24.9,32.2
Georgia,13085,Dawson County,23.8,27.3
Georgia,13087,Decatur County,31,29.8
Georgia,13089,DeKalb County,23.9,27.1
Georgia,13091,Dodge County,29.8,28.2
Georgia,13093,Dooly County,29.4,34.4
Georgia,13095,Dougherty County,31.5,34.3
Georgia,13097,Douglas County,26.9,31.9
Georgia,13099,Early County,28.6,31.3
Georgia,13101,Echols County,25.7,28
Georgia,13103,Effingham County,26.7,34.8
Georgia,13105,Elbert County,28.6,30.9
Georgia,13107,Emanuel County,29.3,36.4
Georgia,13109,Evans County,27.9,33.3
Georgia,13111,Fannin County,24.5,25.5
Georgia,13113,Fayette County,24.7,30.3
Georgia,13115,Floyd County,25.6,30.8
Georgia,13117,Forsyth County,20.4,28.9
Georgia,13119,Franklin County,24.4,29.4
Georgia,13121,Fulton County,24.2,23.8
Georgia,13123,Gilmer County,23.3,29.4
Georgia,13125,Glascock County,26.1,28.3
Georgia,13127,Glynn County,27,25.8
Georgia,13129,Gordon County,26.3,29
Georgia,13131,Grady County,27.2,32.8
Georgia,13133,Greene County,27.6,29.8
Georgia,13135,Gwinnett County,23.3,29
Georgia,13137,Habersham County,24.1,31.7
Georgia,13139,Hall County,24,25.5
Georgia,13141,Hancock County,31.5,30.6
Georgia,13143,Haralson County,25.9,27.1
Georgia,13145,Harris County,25.2,27.6
Georgia,13147,Hart County,27,29.7
Georgia,13149,Heard County,25.9,29.8
Georgia,13151,Henry County,27,32.6
Georgia,13153,Houston County,27.3,30.7
Georgia,13155,Irwin County,27,29.1
Georgia,13157,Jackson County,24,27.1
Georgia,13159,Jasper County,26.5,28.8
Georgia,13161,Jeff Davis County,30.6,29.7
Georgia,13163,Jefferson County,30.3,35
Georgia,13165,Jenkins County,29.4,29.7
Georgia,13167,Johnson County,28.6,33.7
Georgia,13169,Jones County,26.5,33.1
Georgia,13171,Lamar County,26.1,30.3
Georgia,13173,Lanier County,26,33
Georgia,13175,Laurens County,27.7,36.3
Georgia,13177,Lee County,22.8,30.7
Georgia,13179,Liberty County,28.9,35
Georgia,13181,Lincoln County,27.8,28.4
Georgia,13183,Long County,26.5,31.1
Georgia,13185,Lowndes County,25.9,31.5
Georgia,13187,Lumpkin County,24.3,30.6
Georgia,13189,McDuffie County,28.1,33
Georgia,13191,McIntosh County,28.3,30.5
Georgia,13193,Macon County,31.6,36
Georgia,13195,Madison County,24.5,31.6
Georgia,13197,Marion County,27.8,32.3
Georgia,13199,Meriwether County,28.2,34.4
Georgia,13201,Miller County,26.5,30.2
Georgia,13205,Mitchell County,29.8,33.3
Georgia,13207,Monroe County,27.2,31.5
Georgia,13209,Montgomery County,26.4,36.1
Georgia,13211,Morgan County,27,25.9
Georgia,13213,Murray County,24.9,32.2
Georgia,13215,Muscogee County,28.8,28.7
Georgia,13217,Newton County,26.4,32.6
Georgia,13219,Oconee County,22.9,28.2
Georgia,13221,Oglethorpe County,27.9,29.7
Georgia,13223,Paulding County,26.2,28.3
Georgia,13225,Peach County,28.8,34.2
Georgia,13227,Pickens County,24,26.3
Georgia,13229,Pierce County,25.1,28.2
Georgia,13231,Pike County,25.6,25.6
Georgia,13233,Polk County,23.3,34.4
Georgia,13235,Pulaski County,27.9,31.5
Georgia,13237,Putnam County,26.3,29.9
Georgia,13239,Quitman County,28.1,33.8
Georgia,13241,Rabun County,22.8,29.5
Georgia,13243,Randolph County,30.9,33.3
Georgia,13245,Richmond County,28.3,33.9
Georgia,13247,Rockdale County,27.2,35.4
Georgia,13249,Schley County,26.7,30
Georgia,13251,Screven County,28.9,32.6
Georgia,13253,Seminole County,29.5,30.5
Georgia,13255,Spalding County,26.6,32.3
Georgia,13257,Stephens County,27.1,29.9
Georgia,13259,Stewart County,30.5,34.1
Georgia,13261,Sumter County,29.2,32.6
Georgia,13263,Talbot County,29.8,32.4
Georgia,13265,Taliaferro County,30.2,30.7
Georgia,13267,Tattnall County,26.7,32.9
Georgia,13269,Taylor County,28.1,28.3
Georgia,13271,Telfair County,27.5,30.7
Georgia,13273,Terrell County,31.1,31.2
Georgia,13275,Thomas County,28.7,33.8
Georgia,13277,Tift County,27.9,34
Georgia,13279,Toombs County,28.1,31.3
Georgia,13281,Towns County,24.4,27.8
Georgia,13283,Treutlen County,30,32.6
Georgia,13285,Troup County,26.6,29.8
Georgia,13287,Turner County,28.8,34.7
Georgia,13289,Twiggs County,28.9,32.1
Georgia,13291,Union County,23.9,27.2
Georgia,13293,Upson County,27.8,31.8
Georgia,13295,Walker County,24.7,31.9
Georgia,13297,Walton County,23.7,34.1
Georgia,13299,Ware County,27.8,35.4
Georgia,13301,Warren County,30.6,31.6
Georgia,13303,Washington County,30.7,31.8
Georgia,13305,Wayne County,27.2,31.7
Georgia,13307,Webster County,29.2,31.7
Georgia,13309,Wheeler County,27.8,31.8
Georgia,13311,White County,23.3,28.4
Georgia,13313,Whitfield County,24.7,33.3
Georgia,13315,Wilcox County,27.1,31.4
Georgia,13317,Wilkes County,28.1,32.5
Georgia,13319,Wilkinson County,28.3,34.1
Georgia,13321,Worth County,27.5,36.6
Hawaii,15001,Hawaii County,20.5,23.3
Hawaii,15003,Honolulu County,17.6,22.5
Hawaii,15005,Kalawao County,22.7,22.5
Hawaii,15007,Kauai County,19.4,20.8
Hawaii,15009,Maui County,18.9,22.8
Idaho,16001,Ada County,19,25.2
Idaho,16003,Adams County,21.5,27
Idaho,16005,Bannock County,24.4,28
Idaho,16007,Bear Lake County,24.3,28.6
Idaho,16009,Benewah County,25.7,29.9
Idaho,16011,Bingham County,26,33.2
Idaho,16013,Blaine County,13,18.7
Idaho,16015,Boise County,21,21.4
Idaho,16017,Bonner County,17.6,24
Idaho,16019,Bonneville County,23.3,29.4
Idaho,16021,Boundary County,22.9,26.9
Idaho,16023,Butte County,24.5,28.2
Idaho,16025,Camas County,22.1,25.1
Idaho,16027,Canyon County,25.8,33.4
Idaho,16029,Caribou County,21.8,27.3
Idaho,16031,Cassia County,21.6,30.5
Idaho,16033,Clark County,21.6,31.4
Idaho,16035,Clearwater County,24.4,30.7
Idaho,16037,Custer County,23.5,25.8
Idaho,16039,Elmore County,24.6,29.8
Idaho,16041,Franklin County,20.9,30.7
Idaho,16043,Fremont County,21.6,28.7
Idaho,16045,Gem County,24.8,28.4
Idaho,16047,Gooding County,23,30
Idaho,16049,Idaho County,22.2,25.1
Idaho,16051,Jefferson County,24.1,32.6
Idaho,16053,Jerome County,21.5,33.2
Idaho,16055,Kootenai County,22.4,24.7
Idaho,16057,Latah County,19.7,24.5
Idaho,16059,Lemhi County,20.6,26.6
Idaho,16061,Lewis County,22.8,29.7
Idaho,16063,Lincoln County,20.7,32.2
Idaho,16065,Madison County,24.1,25.2
Idaho,16067,Minidoka County,23.8,34.3
Idaho,16069,Nez Perce County,23.7,30.7
Idaho,16071,Oneida County,22.4,31.2
Idaho,16073,Owyhee County,26.3,30.2
Idaho,16075,Payette County,25,33.4
Idaho,16077,Power County,24.6,31.9
Idaho,16079,Shoshone County,21.3,31.3
Idaho,16081,Teton County,19.9,23.9
Idaho,16083,Twin Falls County,24.3,27.6
Idaho,16085,Valley County,20.3,23.6
Idaho,16087,Washington County,24.7,30.1
Illinois,17001,Adams County,24.3,36.7
Illinois,17003,Alexander County,25,27.8
Illinois,17005,Bond County,24.2,29.1
Illinois,17007,Boone County,25.7,33.1
Illinois,17009,Brown County,24.3,27.7
Illinois,17011,Bureau County,22.9,28.5
Illinois,17013,Calhoun County,23.6,28.2
Illinois,17015,Carroll County,24.1,27.7
Illinois,17017,Cass County,23.8,27.4
Illinois,17019,Champaign County,23,25.4
Illinois,17021,Christian County,23.9,31.2
Illinois,17023,Clark County,23.7,32.1
Illinois,17025,Clay County,24.7,30.4
Illinois,17027,Clinton County,24,28.8
Illinois,17029,Coles County,23.4,26.3
Illinois,17031,Cook County,21.4,25.1
Illinois,17033,Crawford County,24.5,30.7
Illinois,17035,Cumberland County,23.7,26.9
Illinois,17037,DeKalb County,23.8,28.5
Illinois,17039,De Witt County,24.6,29.8
Illinois,17041,Douglas County,23.4,29.9
Illinois,17043,DuPage County,20.3,22.2
Illinois,17045,Edgar County,24.5,29.7
Illinois,17047,Edwards County,24.1,30.7
Illinois,17049,Effingham County,23.3,31.2
Illinois,17051,Fayette County,23.7,32.6
Illinois,17053,Ford County,24,27.4
Illinois,17055,Franklin County,23.5,29.6
Illinois,17057,Fulton County,24,30.1
Illinois,17059,Gallatin County,23.8,27.8
Illinois,17061,Greene County,24.9,28
Illinois,17063,Grundy County,24.6,29.9
Illinois,17065,Hamilton County,24,27.5
Illinois,17067,Hancock County,24.4,27.6
Illinois,17069,Hardin County,23.8,29.6
Illinois,17071,Henderson County,24.5,29.2
Illinois,17073,Henry County,22.7,29.9
Illinois,17075,Iroquois County,24.1,33.4
Illinois,17077,Jackson County,23.7,31.8
Illinois,17079,Jasper County,24,29.3
Illinois,17081,Jefferson County,25.7,29.6
Illinois,17083,Jersey County,24.2,32.4
Illinois,17085,Jo Daviess County,24,28.6
